Project,Address,Street,Suite,Eng. Co.,Assigend Shift
Bath & body Works,314,S COUNTY CENTER WAY,,1710,B
Box Lunch,315,S COUNTY CENTER WAY,,1710,B
Christopher & Banks,316,S COUNTY CENTER WAY,,1710,B
heartland wave,317,S COUNTY CENTER WAY,A,1710,B
at & t wireless,32,S COUNTY CENTER WAY,,1710,B
Oriental Energy,32,S COUNTY CENTER WAY,,1710,B
christopher & banks,320,S COUNTY CENTER WAY,,1710,B
sam goody,322,S COUNTY CENTER WAY,,1710,B
REGIS HAIR STYLISTS,328,S COUNTY CENTER WAY,,1710,B
auntie anne's pretzels,33,S COUNTY CENTER WAY,,1710,B
wilson's: the leather experts,34,S COUNTY CENTER WAY,,1710,B
Fuego,34,S COUNTY CENTER WAY,,1710,B
rogers & holland jewelers,340,S COUNTY CENTER WAY,,1710,B
kay jewelers,341,S COUNTY CENTER WAY,,1710,B
massage-n-more,342,S COUNTY CENTER WAY,,1710,B
rave girl,343,S COUNTY CENTER WAY,,1710,B
pretzel twister,344,S COUNTY CENTER WAY,A,1710,B
vitamin world,345,S COUNTY CENTER WAY,,1710,B
journeys,345,S COUNTY CENTER WAY,A,1710,B
Wireless Freedom,347,S COUNTY CENTER WAY,A,1710,B
lids,348,S COUNTY CENTER WAY,,1710,B
RAVE,35,S COUNTY CENTER WAY,,1710,B
pacific sunwear (pac sun),350,S COUNTY CENTER WAY,,1710,B
Justice,354,S COUNTY CENTER WAY,,1710,B
Famous Footwear,355,S COUNTY CENTER WAY,,1710,B
wet seal,359,S COUNTY CENTER WAY,,1710,B
VACANT,362,S COUNTY CENTER WAY,,1710,B
hot topic,364,S COUNTY CENTER WAY,,1710,B
gadzooks,365,S COUNTY CENTER WAY,,1710,B
suncoast motion picture co.,366,S COUNTY CENTER WAY,,1710,B
sweet treats,367,S COUNTY CENTER WAY,,1710,B
t-mobile,367,S COUNTY CENTER WAY,A,1710,B
gifts 'n things,368,S COUNTY CENTER WAY,,1710,B
after hours,369,S COUNTY CENTER WAY,,1710,B
radio shack,371,S COUNTY CENTER WAY,,1710,B
ZALES JEWELERS,374,S COUNTY CENTER WAY,A,1710,B
top nails,375,S COUNTY CENTER WAY,,1710,B
u. s. post office,375,S COUNTY CENTER WAY,A,1710,B
Royal Alterations,378,S COUNTY CENTER WAY,,1710,B
forever 21,38,S COUNTY CENTER WAY,,1710,B
carlene research,382,S COUNTY CENTER WAY,,1710,B
BAKER'S SHOES,39,S COUNTY CENTER WAY,,1710,B
CANDY CITY,40,S COUNTY CENTER WAY,,1710,B
whitehall jewelers,401,S COUNTY CENTER WAY,,1710,B
HELZBERG DIAMONDS,402,S COUNTY CENTER WAY,,1710,B
Vacant,403,S COUNTY CENTER WAY,,1710,B
Wellness Massage,405,S COUNTY CENTER WAY,,1710,B
ST. LOUIS CUSTOM GEAR,406,S COUNTY CENTER WAY,,1710,B
Shoe Department Encore,407,S COUNTY CENTER WAY,,1710,B
vacant,408,S COUNTY CENTER WAY,,1710,B
day by day calendar,409,S COUNTY CENTER WAY,,1710,B
All American Sports Collectibles,41,S COUNTY CENTER WAY,,1710,B
,411,S COUNTY CENTER WAY,,1710,B
B. DALTON BOOKSELLER,413,S COUNTY CENTER WAY,,1710,B
,415,S COUNTY CENTER WAY,,1710,B
the buckle,416,S COUNTY CENTER WAY,,1710,B
vacant,418,S COUNTY CENTER WAY,,1710,B
vacant,42,S COUNTY CENTER WAY,,1710,B
Crazy 8,42,S COUNTY CENTER WAY,,1710,B
Rue 21,422,S COUNTY CENTER WAY,,1710,B
g.n.c.-general nutrition center,426,S COUNTY CENTER WAY,,1710,B
PAYLESS SHOE SOURCE,43,S COUNTY CENTER WAY,,1710,B
camille la vie,434,S COUNTY CENTER WAY,,1710,B
Mattress Tech LLC,441,S COUNTY CENTER WAY,,1710,B
ZM Fashion,443,S COUNTY CENTER WAY,,1710,B
journeys kidz,445,S COUNTY CENTER WAY,,1710,B
,446,S COUNTY CENTER WAY,,1710,B
LADY FOOT LOCKER,447,S COUNTY CENTER WAY,,1710,B
icing (by claire's),449,S COUNTY CENTER WAY,,1710,B
charlotte russe,450,S COUNTY CENTER WAY,,1710,B
clicks,451,S COUNTY CENTER WAY,,1710,B
THINGS REMEMBERED,453,S COUNTY CENTER WAY,,1710,B
Last Chance,454,S COUNTY CENTER WAY,,1710,B
Mindscape Gallery LLC,455,S COUNTY CENTER WAY,,1710,B
Wholesale Mattress & Furniture Outlet LLC,459,S COUNTY CENTER WAY,,1710,B
american greetings,462,S COUNTY CENTER WAY,,1710,B
Lorenzo Menswear,467,S COUNTY CENTER WAY,,1710,B
american eagle outfitters,47,S COUNTY CENTER WAY,,1710,B
easy spirit,470,S COUNTY CENTER WAY,,1710,B
exquisite footwear,474,S COUNTY CENTER WAY,,1710,C
lane bryant,480,S COUNTY CENTER WAY,,1710,C
aeropostale,51,S COUNTY CENTER WAY,,1710,C
vacant,53,S COUNTY CENTER WAY,,1710,C
dakota watch co.,53,S COUNTY CENTER WAY,,1710,C
the children's place,55,S COUNTY CENTER WAY,,1710,C
BUFFALO WILD WINGS,570,S COUNTY CENTER WAY,,1710,C
DOBBS,6,S COUNTY CENTER WAY,,1710,C
champs sports,62,S COUNTY CENTER WAY,,1710,C
VICTORIA'S SECRET,63,S COUNTY CENTER WAY,,1710,C
finish line,67,S COUNTY CENTER WAY,,1710,C
n.t.b. (national tire & Battery),700,S COUNTY CENTER WAY,,1710,C
the picture people,71,S COUNTY CENTER WAY,,1710,C
Chuck E Cheese,720,S COUNTY CENTER WAY,,1710,C
D. O. C. Optical,73,S COUNTY CENTER WAY,,1710,C
samuel's jewelers,75,S COUNTY CENTER WAY,,1710,C
DXL Men's Apparel,77,S COUNTY CENTER WAY,,1710,C
GINGISS FORMALWEAR,79,S COUNTY CENTER WAY,,1710,C
Noodles & Company,81,S COUNTY CENTER WAY,,1710,C
lacefield music co.,83,S COUNTY CENTER WAY,,1710,C
SOUTH COUNTY CENTER - FIre alarm panel room,85,S COUNTY CENTER WAY,,1710,C
prime wireless,9002,S COUNTY CENTER WAY,KIOSK,1710,C
silver & gold connections,9011,S COUNTY CENTER WAY,KIOSK,1710,C
manny's jewelers,9014,S COUNTY CENTER WAY,KIOSK,1710,C
piercing pagoda,9017,S COUNTY CENTER WAY,KIOSK,1710,C
wonder nails,9020,S COUNTY CENTER WAY,KIOSK,1710,C
Captiva jewelers,9022,S COUNTY CENTER WAY,KIOSK,1710,C
mobile getaway,9030 ,S COUNTY CENTER WAY,KIOSK,1710,C
cingular wireless,9031,S COUNTY CENTER WAY,KIOSK,1710,C
st. louis dugout,9035,S COUNTY CENTER WAY,KIOSK,1710,C
thomas construction,9038,S COUNTY CENTER WAY,KIOSK,1710,C
dream photo,9038,S COUNTY CENTER WAY,KIOSK,1710,C
vacant,9044,S COUNTY CENTER WAY,KIOSK,1710,C
mobile solutions/ at & t,9046,S COUNTY CENTER WAY,KIOSK,1710,C
"PRIME WIRELESS ""VERIZON""",9048,S COUNTY CENTER WAY,KIOSK,1710,C
verizon wireless,9251,S COUNTY CENTER WAY,KIOSK,1710,C
vacant,9252,S COUNTY CENTER WAY,KIOSK,1710,C
MRS. FIELDS - TCBY SMOOTHIES,FC 01,S COUNTY CENTER WAY,FOOD Ct.,1710,C
MANCHU WOK,FC 02,S COUNTY CENTER WAY,FOOD Ct.,1710,C
festival foods,FC 03,S COUNTY CENTER WAY,FOOD Ct.,1710,C
SONIC RESTAURANT,FC 05,S COUNTY CENTER WAY,FOOD Ct.,1710,C
SBARRO'S PIZZERIA,FC 06,S COUNTY CENTER WAY,FOOD Ct.,1710,C
SARKU JAPAN,FC 09,S COUNTY CENTER WAY,FOOD Ct.,1710,C
GREAT STEAK & pOTATO CO.,FC 10,S COUNTY CENTER WAY,FOOD Ct.,1710,C
CHEVY'S EXPRESS MEX,FC 11,S COUNTY CENTER WAY,FOOD Ct.,1710,C
CINNABON,FC 12,S COUNTY CENTER WAY,FOOD Ct.,1710,C
CIRCUIT CITY STORES INC.,6910,S LINDBERGH BLVD,,1710,C
Prom & Beyond LLC,6915,S LINDBERGH BLVD,,1710,C
Mattress Firm Super Center,6917,S LINDBERGH BLVD,,1710,C
HOLIDAY INN SOUTH COUNTY CENTER,6921,S LINDBERGH BLVD,,1710,C
SOCO Bistro,6921,S LINDBERGH BLVD,,1710,C
SOUTH COUNTY CHAMBER - HOLIDAY INN SO. co. ctr.,6921,S LINDBERGH BLVD,,1710,C
Wendy's,6925,S LINDBERGH BLVD,,1710,C
WEIGhT WATCHERS,6925,S LINDBERGH BLVD,A,1710,C
EDWARDS CARPET,6925,S LINDBERGH BLVD,C,1710,C
ORTHOCARE SYSTEMS,6925,S LINDBERGH BLVD,F,1710,C
TOYS 'R US ,6926,S LINDBERGH BLVD,,1710,C
MARSHALL'S,6927,S LINDBERGH BLVD,,1710,C
vacant,6929,S LINDBERGH BLVD,A,1710,C
vacant,6929,S LINDBERGH BLVD,D,1710,C
j. c. penney's home store,6931....33,S LINDBERGH BLVD,,1710,C
TRAFFIC LAW CENTER,6934,S LINDBERGH BLVD,,1710,C
krispy  kreme,6935,S LINDBERGH BLVD,,1710,C
HONEY BAKED HAM CO.,6936,S LINDBERGH BLVD,,1710,C
Total Access Urgent Care,6940,S LINDBERGH BLVD,,1710,C
"futon express, inc.",6956,S LINDBERGH BLVD,,1710,C
custom sounds,6960,S LINDBERGH BLVD,,1710,C
vacant,6960,S LINDBERGH BLVD,,1710,C
southern commercial bank,6969,S LINDBERGH BLVD,,1710,C
S. LINDBERGH PHILLIPS 66,7001,S LINDBERGH BLVD,,1710,C
flowerama,7002,S LINDBERGH BLVD,,1710,C
BEST BUY,7017,S LINDBERGH BLVD,,1710,C
WALDENBOOKS,7025,S LINDBERGH BLVD,,1710,C
game xchange,7029,S LINDBERGH BLVD,,1710,C
SOUTHTOWN DODGE,7127,S LINDBERGH BLVD,,1710,C
STEAK n SHAKE,7310,S LINDBERGH BLVD,,1710,C
PIER 1 IMPORTS,7320,S LINDBERGH BLVD,,1710,C
Lindbergh Building,7321,S LINDBERGH BLVD,,1710,C
penn station,7321,S LINDBERGH BLVD,10,1710,C
vacant,7321,S LINDBERGH BLVD,"100,105",1710,C
scd services,7321,S LINDBERGH BLVD,104,1710,C
vacant,7321,S LINDBERGH BLVD,110,1710,C
"thornburg  & lyon, CPA",7321,S LINDBERGH BLVD,120,1710,C
"VULCRAFT DIV., NUCOR CORP.",7321,S LINDBERGH BLVD,130,1710,C
cellular solutions,7321,S LINDBERGH BLVD,20,1710,C
"spiritual human yoga, inc.",7321,S LINDBERGH BLVD,"207, 209",1710,C
vacant,7321,S LINDBERGH BLVD,208,1710,C
C.E. FINCH CO.,7321,S LINDBERGH BLVD,210,1710,C
paul holzen & associates,7321,S LINDBERGH BLVD,220,1710,C
american family inc.,7321,S LINDBERGH BLVD,230,1710,C
gillan graphics,7321,S LINDBERGH BLVD,30,1710,C
"john r. heddell, c.p.r.",7321,S LINDBERGH BLVD,300,1710,C
home quest realtors,7321,S LINDBERGH BLVD,302,1710,C
vacant,7321,S LINDBERGH BLVD,305,1710,C
creative financial services,7321,S LINDBERGH BLVD,310,1710,C
Life Care Services,7321,S LINDBERGH BLVD,320,1710,C
el frank & co. P.c.,7321,S LINDBERGH BLVD,330,1710,C
vacant,7321,S LINDBERGH BLVD,40,1710,C
The Accel Group & Culs ,7321,S LINDBERGH BLVD,400,1710,C
vacant,7321,S LINDBERGH BLVD,50,1710,C
CASUAL MALE,7328,S LINDBERGH BLVD,,1710,C
GINGHAM'S HOMESTYLE RESTAURANTS,7333,S LINDBERGH BLVD,,1710,C
CVS Pharmacy,7334,S LINDBERGH BLVD,,1710,C
custom cellular,7345,S LINDBERGH BLVD,B,1710,C
suntrup select,7400,S LINDBERGH BLVD,,1710,C
The Watering Bowl,7409,S LINDBERGH BLVD,,1710,C
Pond Envy,7415,S LINDBERGH BLVD,,1710,C
TRAVEL EXPRESS,7417,S LINDBERGH BLVD,,1710,C
Family Fresh Produce,7421,S LINDBERGH BLVD,,1710,C
cici's pizza,7425,S LINDBERGH BLVD,,1710,C
attillios,7437,S LINDBERGH BLVD,,1710,C
LA FIESTA,7439,S LINDBERGH BLVD,,1710,C
alliance insurance agency,7441,S LINDBERGH BLVD,,1710,C
USA STITCHWEAR INC.,7449,S LINDBERGH BLVD,,1710,C
ULTRA IMAGE,7459,S LINDBERGH BLVD,,1710,C
vacant,7463,S LINDBERGH BLVD,,1710,C
DAVE SINCLAIR FORD,7466,S LINDBERGH BLVD,,1710,C
Home Depot,7481,S LINDBERGH BLVD,,1710,C
DAVE SINCLAIR FORD-leasing/rental,7500,S LINDBERGH BLVD,,1710,C
hooters of south county,7517,S LINDBERGH BLVD,,1710,C
CLARK FLOOR CO.,7525,S LINDBERGH BLVD,,1710,C
Creative Edge Visual Branding LLC,7527,S LINDBERGH BLVD,,1710,C
topline nails,7529,S LINDBERGH BLVD,,1710,C
vacant,7531          ,S LINDBERGH BLVD,,1710,C
HAIR PERCEPTIONS & DESIGNS,7533,S LINDBERGH BLVD,,1710,C
state of missouri,7545,S LINDBERGH BLVD,,1710,C
vacant,7557,S LINDBERGH BLVD,,1710,C
edward jones,7559,S LINDBERGH BLVD,,1710,C
VACANT,7561,S LINDBERGH BLVD,,1710,C
The Corner Reef,7565,S LINDBERGH BLVD,,1710,C
Foot Relax,7571,S LINDBERGH BLVD,,1710,C
ONE WAY BOOK SHOP,7575,S LINDBERGH BLVD,,1710,C
vacant,7585,S LINDBERGH BLVD,,1710,C
family dollar store,7587 & 7589,S LINDBERGH BLVD,,1710,C
home town BUFFET,7595,S LINDBERGH BLVD,,1710,C
positioning solutions,7951,S LINDBERGH BLVD,,1710,C
G & M AUTO REPAIR,309,SAPPINGTON BARRACKS RD,,1710,C
parks building r-9,319,SAPPINGTON BARRACKS RD,,1710,C
Desert Harvest Moon LLC,1200,SELKIRK LN,,1710,C
AT&T,201,SHERIDAN RD,,1710,C
Missouri Air National Guard,25,SHERIDAN RD,,1710,C
Missouri Air National Guard,26,SHERIDAN RD,,1710,C
Missouri Air National Guard,27,SHERIDAN RD,,1710,C
Missouri Air National Guard,28,SHERIDAN RD,,1710,C
Missouri Air National Guard,280,SHERIDAN RD,,1710,C
Missouri Air National Guard,290,SHERIDAN RD,,1710,C
Missouri Air National Guard,36,SHERIDAN RD,,1710,C
Missouri Air National Guard,37,SHERIDAN RD,,1710,C
Missouri Air National Guard,66,SHERIDAN RD,,1710,C
KID'S KASTLE CHILD DEVELOPMENT, 4710,SOUTH DR,,1710,C
WESTPORT CAR WASH,3701,SOUTHERN MANOR DR,,1710,C
SWISS CHALET APartments,3779,SWISS DR,,1710,C
SWISS CHALET APartments,4533,SWISS DR,,1710,C
Camden Taravue,3907,TARAVUE LN,,1710,C
Camden Taravue,3919,TARAVUE LN,,1710,C
Camden Taravue,3931,TARAVUE LN,,1710,C
Camden Taravue,3950,TARAVUE LN,,1710,C
Camden Taravue,3962,TARAVUE LN,,1710,C
Camden Taravue,3974,TARAVUE LN,,1710,C
Camden Taravue,3975,TARAVUE LN,,1710,C
Camden Taravue,3975,TARAVUE LN,,1710,C
vacant,2856,TELEGRAPH RD,,1710,C
vacant,2860,TELEGRAPH RD,,1710,C
SUBWAY,2864,TELEGRAPH RD,,1710,C
Rose Nails & Spa,2870,TELEGRAPH RD,,1710,C
vacant,2872,TELEGRAPH RD,,1710,C
CAPTAIN Z'S,2874,TELEGRAPH RD,,1710,C
vacant,2876,TELEGRAPH RD,,1710,C
AAMCO,2904,TELEGRAPH RD,,1710,C
VACANT,2908,TELEGRAPH RD,,1710,C
VAN CITY,2944,TELEGRAPH RD,,1710,C
PETCO,3158,TELEGRAPH RD,,1710,C
Jiffy Lube #3478,3270,TELEGRAPH RD,,1710,C
SUBWAY,3270,TELEGRAPH RD,,1710,C
QuikTrip Store 651, 2030,UNION RD,,1710,C
us BANK,2041,UNION RD,,1710,C
Bierbaum Elementary School,2050,UNION RD,,1710,C
vacant,2202,UNION RD,,1710,C
MAPLE HILLs BARBER SHOP,2206,UNION RD,,1710,C
Jackson business services,2210,UNION RD,,1710,C
papa john's pizza,2230,UNION RD,,1710,C
,2230,UNION RD,b,1710,C
federal & state tax service,2236,UNION RD,,1710,C
"guys & dolls, inc.",2240,UNION RD,,1710,C
Matthew Sherrill Chiropractor,2244,UNION RD,,1710,C
Farmers Insurance,2250,UNION RD,,1710,C
"RONALD T. LANG, DDS",2254,UNION RD,,1710,C
Europe grocery store sedo,2258,UNION RD,,1710,C
edward jones,2262,UNION RD,,1710,C
vacant,2268,UNION RD,,1710,C
studio 65,2270,UNION RD,,1710,C
vacant,2290,UNION RD,,1710,C
GREEN PARK AUTOMOTIVE,2730,UNION RD,,1710,C
The Crossing - Grants Trail,2760,UNION RD,,1710,C
"felix herrera, md",2901,UNION RD,100,1710,C
"Thomas o'driscoll, attorney",2901,UNION RD,200,1710,C
vacant,2901,UNION RD,201,1710,C
DR. John Hendricks,2901,UNION RD,Lower level,1710,C
CRUSADE BAPTIST TEMPLE (CHURCH), 3600,UNION RD,,1710,C
MONTESSORI LEARNING CENTER , 3612,Union Rd,,1710,C
VACANT, 3635,UNION RD,,1710,C
VACANT, 3701,UNION RD,,1710,C
American Eagle Credit Union,3805,UNION RD,,1710,C
Montgomery First national Bank,3808 ,UNION RD,,1710,C
GRACE UNION CHURCH,3900,UNION RD,,1710,C
Fit First Chiropractic,3934,UNION RD,,1710,C
Nadina's Hair Salon,3938,UNION RD,,1710,C
TUCKER'S PLACE,3939,UNION RD,,1710,C
Arina's Alterations,3942,UNION RD,,1710,C
RICK'S BARBER SHOP,3946,UNION RD,,1710,C
VACANT,3950,UNION RD,,1710,C
VACANT,3952,UNION RD,,1710,C
VACANT,3954,UNION RD,,1710,C
VACANT,3958,UNION RD,,1710,C
VACANT,3962,UNION RD,,1710,C
VACANT,3966,UNION RD,,1710,C
VACANT,3970,UNION RD,,1710,C
hot shots sports bar,4021,UNION RD,,1710,C
edward jones investments,4037,UNION RD,,1710,C
Acrux,4041,UNION RD,,1710,C
